,country,food_category,consumption,co2_emmission,Continent,country_lat,country_long
753,Uruguay,Poultry,20.295,20.78,South America,-32.8755548,-56.0201525
754,Uruguay,Protein Foods,0.48,0.8400000000000001,South America,-32.8755548,-56.0201525
755,Uruguay,Red Meat,18.05666666666667,415.26,South America,-32.8755548,-56.0201525
756,Venezuela,Fish,8.34,13.32,South America,8.0018709,-66.1109318
757,Venezuela,Grains,36.28,19.655,South America,8.0018709,-66.1109318
758,Venezuela,Milk and Wheat Products,117.79,167.78,South America,8.0018709,-66.1109318
759,Venezuela,Poultry,22.455,23.680000000000003,South America,8.0018709,-66.1109318
760,Venezuela,Protein Foods,0.175,0.31,South America,8.0018709,-66.1109318
761,Venezuela,Red Meat,11.146666666666668,278.57,South America,8.0018709,-66.1109318
762,Vietnam,Fish,26.52,42.34,Asia,13.2904027,108.4265113
763,Vietnam,Grains,77.525,93.495,Asia,13.2904027,108.4265113
764,Vietnam,Milk and Wheat Products,16.36,23.3,Asia,13.2904027,108.4265113
765,Vietnam,Poultry,8.1,8.405,Asia,13.2904027,108.4265113
766,Vietnam,Protein Foods,6.015000000000001,6.855,Asia,13.2904027,108.4265113
767,Vietnam,Red Meat,14.193333333333332,119.45333333333332,Asia,13.2904027,108.4265113
768,Zambia,Fish,6.2,9.9,Africa,-14.5189121,27.5589884
769,Zambia,Grains,7.574999999999999,3.105,Africa,-14.5189121,27.5589884
770,Zambia,Milk and Wheat Products,9.71,13.83,Africa,-14.5189121,27.5589884
771,Zambia,Poultry,3.305,3.29,Africa,-14.5189121,27.5589884
772,Zambia,Protein Foods,6.17,6.105,Africa,-14.5189121,27.5589884
773,Zambia,Red Meat,2.3666666666666667,58.85666666666668,Africa,-14.5189121,27.5589884
774,Zimbabwe,Fish,2.8,4.470000000000001,Africa,-18.4554963,29.7468414
775,Zimbabwe,Grains,20.7,9.44,Africa,-18.4554963,29.7468414
776,Zimbabwe,Milk and Wheat Products,31.9,45.44,Africa,-18.4554963,29.7468414
777,Zimbabwe,Poultry,3.3600000000000003,3.475,Africa,-18.4554963,29.7468414
778,Zimbabwe,Protein Foods,1.38,2.085,Africa,-18.4554963,29.7468414
779,Zimbabwe,Red Meat,3.66,90.14,Africa,-18.4554963,29.7468414
